SKU,BRANCH,STOCK
8030523S23003,005,0.00
8030523S23003,006,0.00
8030523S23004,005,0.00
8030523S23004,006,0.00
8030523S23005,005,0.00
8030523S23005,006,2.00
8030523S23006,005,0.00
8030523S23006,006,2.00
8030523S23007,005,0.00
8030523S23007,006,1.00
8030523S23008,004,0.00
8030523S23008,005,1.00
8030523S23008,006,0.00
8030523S23009,005,0.00
8030523S23010,004,0.00
8030523S23010,005,0.00
8030523S23010,006,0.00
8030523S23011,004,0.00
8030523S23011,005,0.00
8030523S23011,006,0.00
8030523S23012,004,0.00
8030523S23012,005,0.00
8030523S23012,006,0.00
8030523S23013,004,0.00
8030523S23013,005,0.00
8030523S23013,006,0.00
8030523S23014,004,0.00
8030523S23014,005,0.00
8030523S23014,006,0.00
8030523S23015,005,0.00
8030523S23015,006,0.00
8030523S23016,005,0.00
8030523S23017,005,0.00
8030523S23017,006,0.00
8030523S23018,005,0.00
8030523S23018,006,0.00
8030523S23019,005,0.00
8030523S23019,006,0.00
8030523S23020,005,0.00
8030523S23020,006,1.00
8030523S23021,005,0.00
8030523S23022,005,0.00
8030523S23023,005,0.00
8030523S23024,005,0.00
8030523S23024,006,0.00
8030523S23025,005,0.00
8030523S23025,006,0.00
8030523S23026,005,0.00
8030523S23026,006,0.00
8030523S23027,003,0.00
8030523S23027,005,0.00
8030523S23027,006,0.00
8030523S23028,005,0.00
8030523S23029,004,0.00
8030523S23029,005,0.00
8030523S23029,006,0.00
8030524001,001,0.00
8030524001,005,0.00
8030524001,006,0.00
8030524005,001,0.00
8030524005,005,0.00
8030524005,006,0.00
8030524S22003,005,0.00
8030524S22003,006,0.00
8030524S22004,005,0.00
8030524S22004,006,0.00
8030524S22005,005,0.00
8030524S22005,006,0.00
8030524S22006,005,0.00
8030524S22007,005,0.00
8030524S22008,005,0.00
8030540A21003,001,0.00
8030540A21003,005,0.00
8030540A21004,001,0.00
8030540A21004,005,0.00
8030540A21005,001,0.00
8030540A21005,005,0.00
8030540A21006,001,0.00
8030540A21006,005,0.00
8030540A21007,001,0.00
8030540A21007,005,0.00
8030540A21007,006,0.00
8030540A21008,001,0.00
8030540A21008,005,0.00
8030540A21008,006,1.00
8030540AW20003,005,0.00
8030540AW20003,006,0.00
8030540AW20004,001,0.00
8030540AW20004,005,0.00
8030540AW20004,006,0.00
8030540AW20005,005,0.00
8030540AW20005,006,0.00
8030540AW20006,005,0.00
8030540AW20006,006,0.00
8030540AW20007,005,0.00
8030540AW20007,006,0.00
8030540S21009,005,0.00
8030540S21009,006,0.00
8030540S21010,005,0.00
8030540S21010,006,0.00
8030540S21011,005,0.00
8030540S21011,006,0.00
8030540S21012,005,0.00
8030540S21012,006,0.00
8030540S21013,005,0.00
8030540S21013,006,0.00
8030540S21015,005,0.00
8030540S21015,006,0.00
8030540S21016,005,0.00
8030540S21016,006,0.00
8030540S21017,005,0.00
8030540S21017,006,0.00
8030540S21018,005,0.00
8030540S21018,006,0.00
8030541031,001,0.00
8030541031,005,0.00
8030541031,006,0.00
8030541034,001,0.00
8030541034,005,0.00
8030541034,006,0.00
8030541036,001,0.00
8030541036,005,0.00
8030541036,006,0.00
8030541A21003,005,0.00
8030541A21004,005,0.00
8030541A21004,006,0.00
8030541A21005,005,0.00
8030541A21006,005,0.00
8030541A21006,006,0.00
8030541A21007,005,0.00
8030541AW20002,005,0.00
8030541AW20002,006,0.00
8030541AW20003,005,0.00
8030541AW20003,006,0.00
8030541AW20004,005,0.00
8030541AW20004,006,0.00
8030541AW20005,005,0.00
8030541AW20005,006,0.00
8030541AW20006,005,0.00
8030541AW20006,006,0.00
8030541AW20007,005,0.00
8030541AW20007,006,0.00
8030541AW20008,005,0.00
8030541AW20008,006,0.00
8030541AW20010,005,0.00
8030541AW20010,006,0.00
8030541AW20011,005,0.00
8030541AW20011,006,0.00
8030541AW20012,005,0.00
8030541AW20012,006,0.00
8030541AW20013,001,0.00
8030541AW20013,004,0.00
8030541AW20013,005,0.00
8030541AW20013,006,0.00
8030541AW20014,005,0.00
8030541AW20014,006,0.00
8030541AW20015,005,0.00
8030541AW20015,006,0.00
8030541AW20017,005,0.00
8030541AW20017,006,0.00
8030541AW20018,005,0.00
8030541AW20018,006,0.00
8030541AW20019,005,0.00
8030541AW20019,006,0.00
8030541AW20020,004,0.00
8030541AW20020,005,0.00
8030541AW20020,006,0.00
8030541AW20021,005,0.00
8030541AW20021,006,0.00
8030541AW20022,005,0.00
8030541AW20022,006,0.00
8030541S21002,005,0.00
8030541S21003,005,0.00
8030541S21003,006,0.00
8030541S21004,005,0.00
8030541S21004,006,0.00
8030541S21005,005,0.00
8030541S21005,006,0.00
8030541S21006,005,0.00
8030541S21006,006,0.00
8030541S21007,005,0.00
8030541S21007,006,0.00
8030541S21008,005,0.00
8030541S21009,004,0.00
8030541S21009,005,0.00
8030541S21010,005,0.00
8030541S21010,006,0.00
8030541S21011,001,0.00
8030541S21011,004,0.00
8030541S21011,005,0.00
8030541S21011,006,0.00
8030541S21012,005,0.00
8030541S21012,006,0.00
8030541S21013,001,0.00
8030541S21013,005,0.00
8030541S21013,006,0.00
8030541S21014,005,0.00
8030541S21014,006,0.00
8030541S21015,005,0.00
8030541S21023,005,0.00
8030541S21024,004,0.00
8030541S21024,005,0.00
8030541S21024,006,0.00
8030541S21025,005,0.00
8030541S21025,006,0.00
8030541S21026,005,0.00
8030541S21026,006,0.00
8030541S21027,001,0.00
8030541S21027,005,0.00
8030541S21027,006,0.00
8030541S21028,005,0.00
8030541S21028,006,0.00
8030541S21029,005,0.00
8030541S21029,006,0.00
8030541S21030,005,0.00
8030541S21030,006,0.00
8030541S21031,005,0.00
8030541S21031,006,0.00
8030541S21032,005,0.00
8030541S21032,006,0.00
8030541S21033,005,0.00
8030541S21033,006,0.00
8030541S21034,005,0.00
8030541S21034,006,0.00
8030541S21035,005,0.00
8030541S21035,006,0.00
8030541S21036,005,0.00
8030541S21036,006,0.00
8030541S21045,005,0.00
8030541S21045,006,0.00
8030541S21046,005,0.00
8030541S21046,006,0.00
8030541S21047,005,0.00
8030541S21047,006,0.00
8030541S21048,005,0.00
8030542007,001,0.00
8030542007,005,0.00
8030542007,006,0.00
8030542010,001,0.00
8030542010,005,0.00
8030542010,006,0.00
8030542018,001,0.00
8030542018,003,0.00
8030542018,005,0.00
8030542018,006,0.00
8030542025,001,0.00
8030542025,004,0.00
8030542025,005,0.00
8030542025,006,0.00
8030542A21011,005,0.00
8030542A21012,005,0.00
8030542A21012,006,0.00
8030542A21014,005,0.00
8030542A21014,006,0.00
8030542AW20003,005,0.00
8030542AW20003,006,0.00
8030542AW20004,004,0.00
8030542AW20004,005,0.00
8030542AW20004,006,0.00
8030542AW20005,005,0.00
8030542AW20005,006,0.00
8030542AW20006,005,0.00
8030542AW20006,006,0.00
8030542AW20007,005,0.00
8030542AW20007,006,0.00
8030542AW20008,005,0.00
8030542AW20008,006,0.00
8030542AW20010,005,0.00
8030542AW20010,006,0.00
8030542AW20011,004,0.00
8030542AW20011,005,0.00
8030542AW20011,006,0.00
8030542AW20012,005,0.00
8030542AW20012,006,0.00
8030542AW20013,005,0.00
8030542AW20013,006,0.00
8030542AW20014,005,0.00
8030542AW20014,006,0.00
8030542AW20015,005,0.00
8030542AW20015,006,0.00
8030542AW20022,005,0.00
8030542AW20022,006,0.00
8030542S21002,005,0.00
8030542S21003,001,0.00
8030542S21003,005,0.00
8030542S21003,006,0.00
8030542S21004,001,0.00
8030542S21004,005,0.00
8030542S21004,006,0.00
8030542S21005,001,0.00
8030542S21005,005,0.00
8030542S21005,006,0.00
8030542S21006,001,0.00
8030542S21006,004,0.00
8030542S21006,005,0.00
8030542S21006,006,0.00
8030542S21007,001,0.00
8030542S21007,005,0.00
8030542S21007,006,0.00
8030542S21008,001,0.00
8030542S21008,006,0.00
8030542S21010,004,0.00
8030542S21010,005,0.00
8030542S21010,006,0.00
8030542S21011,005,0.00
8030542S21011,006,0.00
8030542S21012,005,0.00
8030542S21012,006,0.00
8030542S21013,005,0.00
8030542S21014,005,0.00
8030542S21014,006,0.00
8030542S21023,005,0.00
8030542S21023,006,0.00
8030542S21024,001,0.00
8030542S21024,004,0.00
8030542S21024,005,0.00
8030542S21024,006,0.00
8030542S21024,007,0.00
8030542S21025,001,0.00
8030542S21025,005,0.00
8030542S21025,006,0.00
8030542S21025,007,0.00
8030542S21026,001,0.00
8030542S21026,004,0.00
8030542S21026,005,0.00
8030542S21026,006,0.00
8030542S21026,007,0.00
8030542S21027,001,0.00
8030542S21027,005,0.00
8030542S21027,006,0.00
8030542S21027,007,0.00
8030542S21028,001,0.00
8030542S21028,005,0.00
8030542S21028,006,0.00
8030542S21029,001,0.00
8030542S21029,005,0.00
8030542S21029,006,0.00
8030542S21030,005,0.00
8030542S21031,001,0.00
8030542S21031,004,0.00
8030542S21031,005,0.00
8030542S21031,006,0.00
8030542S21032,001,0.00
8030542S21032,005,0.00
8030542S21032,006,0.00
8030542S21033,001,0.00
8030542S21033,005,0.00
8030542S21033,006,0.00
8030542S21034,001,0.00
8030542S21034,005,0.00
8030542S21034,006,0.00
8030542S21035,001,0.00
8030542S21035,005,0.00
8030542S21035,006,0.00
8030542S21036,001,0.00
8030542S21036,005,0.00
8030542S21036,006,0.00
8030544S21003,001,0.00
8030544S21003,004,0.00
8030544S21003,005,0.00
8030544S21003,006,0.00
8030544S21004,001,0.00
8030544S21004,004,0.00
8030544S21004,005,0.00
8030544S21004,006,0.00
8030544S21005,001,0.00
8030544S21005,004,0.00
8030544S21005,005,0.00
8030544S21005,006,0.00
8030544S21006,001,0.00
8030544S21006,005,0.00
8030544S21006,006,0.00
8030544S21007,001,0.00
8030544S21007,005,0.00
8030544S21007,006,0.00
8030544S21008,001,0.00
8030544S21008,006,0.00
8030545010,005,0.00
8030545010,006,0.00
8030545012,001,0.00
8030545012,005,0.00
8030545012,006,0.00
8030545018,001,0.00
8030545018,005,0.00
8030545018,006,0.00
8030545A2003,005,0.00
8030545A2003,006,0.00
8030545A2004,005,0.00
8030545A2004,006,0.00
8030545A2005,005,0.00
8030545A2005,006,0.00
8030545A2006,001,0.00
8030545A2006,005,0.00
8030545A2006,006,0.00
8030545A2007,005,0.00
8030545A2007,006,0.00
8030545A2008,001,0.00
8030545A2008,005,0.00
8030545A2008,006,0.00
8030545A2010,004,0.00
8030545A2010,005,0.00
8030545A2010,006,0.00
8030545A2011,005,0.00
8030545A2011,006,0.00
8030545A2012,003,0.00
8030545A2012,004,0.00
8030545A2012,005,0.00
8030545A2012,006,0.00
8030545A2013,005,0.00
8030545A2013,006,0.00
8030545A2014,005,0.00
8030545A2014,006,0.00
8030545A2015,005,0.00
8030545A2015,006,0.00
8030545A21003,005,0.00
8030545A21003,006,0.00
8030545A21010,001,0.00
8030545A21010,005,0.00
8030545A21010,006,0.00
8030545A21011,001,0.00
8030545A21011,005,0.00
8030545A21011,006,0.00
8030545A21012,001,0.00
8030545A21012,005,0.00
8030545A21012,006,0.00
8030545A21013,001,0.00
8030545A21013,005,0.00
8030545A21013,006,0.00
8030545A21014,001,0.00
8030545A21014,006,0.00
8030545A21015,001,0.00
8030545A21017,005,0.00
8030545A21017,006,0.00
8030545A21017,007,0.00
8030545A21018,005,0.00
8030545A21018,007,0.00
8030545A21019,005,0.00
8030545A21019,006,0.00
8030545A21019,007,0.00
8030545A21020,005,0.00
8030545A21020,006,0.00
8030545S21003,005,0.00
8030545S21003,006,0.00
8030545S21004,001,0.00
8030545S21004,005,0.00
8030545S21004,006,0.00
8030545S21005,004,0.00
8030545S21005,005,0.00
8030545S21005,006,0.00
8030545S21006,004,0.00
8030545S21006,005,0.00
8030545S21006,006,0.00
8030545S21007,005,0.00
8030545S21007,006,0.00
8030545S21008,005,0.00
8030545S21009,005,0.00
8030545S21010,001,0.00
8030545S21010,003,0.00
8030545S21010,004,0.00
8030545S21010,005,0.00
8030545S21010,006,0.00
8030545S21010,007,0.00
8030545S21011,001,0.00
8030545S21011,004,0.00
8030545S21011,005,0.00
8030545S21011,006,0.00
8030545S21012,001,0.00
8030545S21012,004,0.00
8030545S21012,005,0.00
8030545S21012,006,0.00
8030545S21013,001,0.00
8030545S21013,004,0.00
8030545S21013,005,0.00
8030545S21013,006,0.00
8030545S21014,001,0.00
8030545S21014,005,0.00
8030545S21014,006,0.00
8030545S21015,001,0.00
8030545S21015,005,0.00
8030545S21015,006,0.00
8030545S21016,005,0.00
8030545S21016,006,0.00
8030545S21017,001,0.00
8030545S21017,005,0.00
8030545S21017,006,0.00
8030545S21017,007,0.00
8030545S21018,001,0.00
8030545S21018,004,0.00
8030545S21018,005,0.00
8030545S21018,006,0.00
8030545S21018,007,0.00
8030545S21019,001,0.00
8030545S21019,004,0.00
8030545S21019,005,0.00
8030545S21019,006,0.00
8030545S21019,007,0.00
8030545S21020,001,0.00
8030545S21020,005,0.00
8030545S21020,006,0.00
8030545S21020,007,0.00
8030545S21021,001,0.00
8030545S21021,005,0.00
8030545S21021,006,0.00
8030545S21022,001,0.00
8030545S21022,004,0.00
8030545S21022,005,0.00
8030546A22003,005,0.00
8030546A22003,006,0.00
8030546A22003,007,0.00
8030546A22004,005,0.00
8030546A22004,006,0.00
8030546A22004,007,0.00
8030546A22005,005,0.00
8030546A22005,006,0.00
8030546A22005,007,0.00
8030546A22006,005,0.00
8030546A22006,007,0.00
8030546A22010,005,0.00
8030546A22010,006,0.00
8030546A22010,007,0.00
8030546A22011,005,0.00
8030546A22011,006,0.00
8030546A22011,007,0.00
8030546A22012,005,0.00
8030546A22012,006,0.00
8030546A22012,007,0.00
8030546A22013,004,0.00
8030546A22013,005,0.00
8030546A22013,007,0.00
8030546A22014,005,0.00
8030546A22014,006,0.00
8030550A22003,005,0.00
8030550A22003,006,0.00
8030550A22004,005,0.00
8030550A22004,006,0.00
8030550A22005,005,0.00
8030550A22006,005,0.00
8030550A22007,005,0.00
8030550A22008,005,0.00
8030550S22003,005,0.00
8030550S22003,006,0.00
8030550S22004,005,0.00
8030550S22004,006,0.00
8030550S22005,005,0.00
8030550S22005,006,0.00
8030550S22006,005,0.00
8030550S22006,006,0.00
8030550S22007,005,0.00
8030550S22007,006,0.00
8030550S22008,005,0.00
8030550S22008,006,0.00
8030550S22011,005,0.00
8030550S22011,006,0.00
8030550S22012,001,0.00
8030550S22012,003,0.00
8030550S22012,005,0.00
8030550S22012,006,0.00
8030550S22013,005,0.00
8030550S22013,006,0.00
8030550S22014,005,0.00
8030550S22014,006,0.00
8030550S22015,005,0.00
8030550S22015,006,0.00
8030550S23002,004,0.00
8030550S23002,005,0.00
8030550S23003,004,0.00
8030550S23003,005,0.00
8030550S23003,006,0.00
8030550S23004,004,0.00
8030550S23004,005,0.00
8030550S23004,006,0.00
8030550S23005,004,0.00
8030550S23005,005,0.00
8030550S23006,001,0.00
8030550S23006,004,0.00
8030550S23006,005,0.00
8030550S23006,006,0.00
8030550S23007,004,0.00
8030550S23007,005,0.00
8030550S23008,004,0.00
8030550S23008,005,0.00
8030550S23008,006,1.00
8030551S22003,005,0.00
8030551S22003,006,0.00
8030551S22004,005,0.00
8030551S22005,005,0.00
8030551S22005,006,0.00
8030551S22006,004,0.00
8030551S22006,005,0.00
8030551S22006,006,0.00
8030551S22007,005,0.00
8030551S22008,005,0.00
8030551S22008,006,0.00
8030551S22010,005,0.00
8030551S22010,006,0.00
8030551S22011,005,0.00
8030551S22011,006,0.00
8030551S22012,004,0.00
8030551S22012,005,0.00
8030551S22012,006,0.00
8030551S22013,005,0.00
8030551S22013,006,0.00
8030551S22014,005,0.00
8030551S22015,005,0.00
8030551S22015,006,0.00
8030551S22016,005,0.00
8030551S22017,004,0.00
8030551S22017,005,0.00
8030551S22017,006,0.00
8030551S22018,005,0.00
8030551S22018,006,0.00
8030551S22019,005,0.00
8030551S22020,005,0.00
8030551S22021,005,0.00
8030551S22021,006,0.00
8030551S22022,005,0.00
8030551S22024,005,0.00
8030551S22024,006,0.00
8030551S22025,005,0.00
8030551S22026,005,0.00
8030551S22027,004,0.00
8030551S22027,005,0.00
8030551S22027,006,0.00
8030551S22028,005,0.00
8030551S22029,005,0.00
8030551S22029,006,0.00
8030551S22031,005,0.00
8030551S22031,006,0.00
8030551S22032,005,0.00
8030551S22032,006,0.00
8030551S22033,005,0.00
8030551S22033,006,0.00
8030551S22034,005,0.00
8030551S22034,006,0.00
8030551S22035,005,0.00
8030551S22035,006,0.00
8030551S22036,005,0.00
8030551S22036,006,0.00
8030551S23003,005,0.00
8030551S23003,006,0.00
8030551S23004,005,0.00
8030551S23004,006,0.00
8030551S23005,005,0.00
8030551S23005,006,0.00
8030551S23006,005,0.00
8030551S23006,006,0.00
8030551S23009,005,0.00
8030551S23010,005,0.00
8030551S23010,006,0.00
8030551S23011,005,0.00
8030551S23011,006,0.00
8030551S23012,004,0.00
8030551S23012,005,0.00
8030551S23012,006,0.00
8030551S23013,005,0.00
8030551S23014,005,1.00
8030551S23014,006,1.00
8030551S23015,005,0.00
8030551S23015,006,1.00
8030551S23016,005,0.00
8030551S23017,005,0.00
8030551S23017,006,0.00
8030551S23018,005,0.00
8030551S23018,006,0.00
8030551S23019,005,0.00
8030551S23019,006,0.00
8030551S23020,005,0.00
8030551S23020,006,0.00
8030551S23021,005,0.00
8030551S23021,006,0.00
8030551S23022,005,0.00
8030551S23022,006,0.00
8030551S23024,005,0.00
8030551S23024,006,0.00
8030551S23025,005,0.00
8030551S23025,006,0.00
8030551S23026,005,0.00
8030551S23026,006,0.00
8030551S23027,005,0.00
8030551S23027,006,0.00
8030551S23028,005,0.00
8030551S23028,006,0.00
8030551S23029,005,0.00
8030551S23029,006,0.00
8030551S23030,005,0.00
8030551S23030,006,0.00
8030551S23031,005,0.00
8030551S23031,006,0.00
8030551S23032,005,0.00
8030551S23032,006,0.00
8030551S23033,005,0.00
8030551S23033,006,0.00
8030551S23034,005,0.00
8030551S23034,006,0.00
8030551S23035,005,0.00
8030551S23035,006,1.00
8030551S23036,005,0.00
8030551S23036,006,0.00
8030552S22002,001,0.00
8030552S22002,005,0.00
8030552S22003,001,0.00
8030552S22003,005,0.00
8030552S22003,006,0.00
8030552S22004,001,0.00
8030552S22004,005,0.00
8030552S22005,001,0.00
8030552S22005,005,0.00
8030552S22005,006,0.00
8030552S22006,001,0.00
8030552S22006,005,0.00
8030552S22006,006,0.00
8030552S22007,001,0.00
8030552S22007,005,0.00
8030552S22007,006,0.00
8030552S22008,001,0.00
8030552S22008,005,0.00
8030552S22008,006,0.00
8030552S22009,001,0.00
8030552S22009,005,0.00
8030552S22009,006,0.00
8030552S22010,001,0.00
8030552S22010,005,0.00
8030552S22010,006,0.00
8030552S22011,001,0.00
8030552S22011,005,0.00
8030552S22011,006,0.00
8030552S22012,001,0.00
8030552S22012,005,0.00
8030552S22012,006,0.00
8030552S22013,001,0.00
8030552S22013,005,0.00
8030552S22013,006,0.00
8030552S22014,001,0.00
8030552S22014,005,0.00
8030552S22014,006,0.00
8030552S22015,001,0.00
8030552S22015,005,0.00
8030552S22016,001,0.00
8030552S22016,005,0.00
8030552S22016,006,0.00
8030552S22017,001,0.00
8030552S22017,005,0.00
8030552S22017,006,0.00
8030552S22018,001,0.00
8030552S22018,005,0.00
8030552S22018,006,0.00
8030552S22019,001,0.00
8030552S22019,004,0.00
8030552S22019,005,0.00
8030552S22019,006,0.00
8030552S22020,001,0.00
8030552S22020,005,0.00
8030552S22020,006,0.00
8030552S22021,001,0.00
8030552S22021,005,0.00
8030552S22021,006,0.00
8030552S22022,001,0.00
8030552S22022,005,0.00
8030552S22023,001,0.00
8030552S22023,005,0.00
8030552S22023,006,0.00
8030552S22024,001,0.00
8030552S22024,005,0.00
8030552S22024,006,0.00
8030552S22025,001,0.00
8030552S22025,005,0.00
8030552S22025,006,0.00
8030552S22026,001,0.00
8030552S22026,005,0.00
8030552S22026,006,0.00
8030552S22027,001,0.00
8030552S22027,005,0.00
8030552S22027,006,0.00
8030552S22028,001,0.00
8030552S22028,005,0.00
8030552S22028,006,0.00
8030552S22029,001,0.00
8030552S22029,005,0.00
8030552S22029,006,0.00
8030552S22030,001,0.00
8030552S22030,005,0.00
8030552S22030,006,0.00
8030552S22031,001,0.00
8030552S22031,005,0.00
8030552S22031,006,0.00
8030552S22032,001,0.00
8030552S22032,005,0.00
8030552S22033,001,0.00
8030552S22033,005,0.00
8030552S22034,001,0.00
8030552S22034,005,0.00
8030552S22034,006,0.00
8030552S22035,001,0.00
8030552S22035,005,0.00
8030552S22035,006,0.00
8030552S22036,001,0.00
8030552S22036,005,0.00
8030552S22036,006,0.00
8030552S22037,005,0.00
8030552S22037,006,0.00
8030552S22038,005,0.00
8030552S22038,006,0.00
8030552S22039,005,0.00
8030552S22039,006,0.00
8030552S22040,005,0.00
8030552S22041,005,0.00
8030552S22042,005,0.00
8030552S22042,006,0.00
8030552S22043,005,0.00
8030552S22043,006,0.00
8030552S22044,001,0.00
8030552S22044,005,0.00
8030552S22044,006,1.00
8030552S22045,001,0.00
8030552S22045,005,0.00
8030552S22046,001,0.00
8030552S22046,005,0.00
8030552S22047,001,0.00
8030552S22047,005,0.00
8030552S22048,001,0.00
8030552S22048,005,0.00
8030552S22048,006,1.00
8030552S22049,001,0.00
8030552S22049,005,0.00
8030552S22049,006,2.00
8030552S22050,001,0.00
8030552S22050,005,0.00
8030552S22050,006,1.00
8030552S22051,001,0.00
8030552S22051,005,0.00
8030552S22052,001,0.00
8030552S22052,005,0.00
8030552S22053,001,0.00
8030552S22053,005,0.00
8030552S22054,001,0.00
8030552S22054,005,0.00
8030552S22055,001,0.00
8030552S22055,005,0.00
8030552S22055,006,1.00
8030552S22056,001,0.00
8030552S22056,005,0.00
8030552S22056,006,1.00
8030552S22057,001,0.00
8030552S22057,005,0.00
8030552S22057,006,1.00
8030552S23003,005,0.00
8030552S23003,006,0.00
8030552S23004,005,0.00
8030552S23004,006,0.00
8030552S23005,005,0.00
8030552S23006,005,0.00
8030552S23006,006,0.00
8030552S23009,001,0.00
8030552S23009,005,0.00
8030552S23009,006,0.00
8030552S23010,001,0.00
8030552S23010,005,0.00
8030552S23010,006,0.00
8030552S23011,001,0.00
8030552S23011,005,0.00
8030552S23011,006,0.00
8030552S23012,001,1.00
8030552S23012,005,0.00
8030552S23012,006,0.00
8030552S23013,001,0.00
8030552S23013,005,0.00
8030552S23013,006,0.00
8030552S23014,001,0.00
8030552S23014,005,0.00
8030552S23014,006,0.00
8030552S23015,001,1.00
8030552S23015,005,0.00
8030552S23015,006,0.00
8030552S23016,005,0.00
8030552S23016,006,0.00
8030552S23017,001,0.00
8030552S23017,005,0.00
8030552S23017,006,0.00
8030552S23018,001,0.00
8030552S23018,005,0.00
8030552S23018,006,0.00
8030552S23019,001,0.00
8030552S23019,005,0.00
8030552S23019,006,0.00
8030552S23020,001,0.00
8030552S23020,005,0.00
8030552S23020,006,0.00
8030552S23021,001,1.00
8030552S23021,005,0.00
8030552S23021,006,0.00
8030552S23022,001,0.00
8030552S23022,005,0.00
8030552S23022,006,0.00
8030552S23024,001,0.00
8030552S23024,005,0.00
8030552S23024,006,1.00
8030552S23025,005,0.00
8030552S23025,006,0.00
8030552S23026,005,0.00
8030552S23026,006,0.00
8030552S23027,005,0.00
8030552S23027,006,0.00
8030552S23028,005,0.00
8030552S23028,006,0.00
8030552S23029,005,0.00
8030552S23029,006,0.00
8030552S23030,001,1.00
8030552S23030,005,0.00
8030552S23030,006,0.00
8030552S23031,001,0.00
8030552S23031,005,0.00
8030552S23031,006,0.00
8030552S23032,001,0.00
8030552S23032,005,0.00
8030552S23032,006,0.00
8030552S23032,007,0.00
8030552S23033,001,0.00
8030552S23033,005,0.00
8030552S23033,006,0.00
8030552S23034,001,0.00
8030552S23034,005,0.00
8030552S23034,006,0.00
8030552S23035,001,0.00
8030552S23035,005,0.00
8030552S23035,006,0.00
8030552S23036,001,0.00
8030552S23036,005,0.00
8030552S23036,006,0.00
8030552S23038,001,0.00
8030552S23038,005,0.00
8030552S23038,006,0.00
8030552S23039,001,0.00
8030552S23039,005,0.00
8030552S23039,006,0.00
8030552S23040,001,0.00
8030552S23040,005,0.00
8030552S23040,006,0.00
8030552S23041,001,0.00
8030552S23041,005,0.00
8030552S23041,006,0.00
8030552S23042,001,0.00
8030552S23042,005,0.00
8030552S23042,006,0.00
8030552S23043,001,0.00
8030552S23043,005,0.00
8030552S23043,006,0.00
8030552S23045,001,0.00
8030552S23045,005,0.00
8030552S23045,006,1.00
8030552S23046,001,0.00
8030552S23046,005,0.00
8030552S23046,006,2.00
8030552S23047,001,0.00
8030552S23047,005,0.00
8030552S23047,006,3.00
8030552S23048,001,0.00
8030552S23048,005,0.00
8030552S23048,006,0.00
8030552S23049,001,0.00
8030552S23049,005,0.00
8030552S23049,006,2.00
8030552S23050,001,0.00
8030552S23050,005,0.00
8030552S23050,006,1.00
8030554S22003,005,0.00
8030554S22003,006,0.00
8030554S22003,007,0.00
8030554S22004,001,0.00
8030554S22004,005,0.00
8030554S22004,006,0.00
8030554S22004,007,0.00
8030554S22005,005,0.00
8030554S22005,006,0.00
8030554S22005,007,0.00
8030554S22006,005,0.00
8030554S22006,006,0.00
8030554S22006,007,0.00
8030554S22007,005,0.00
8030554S22008,005,0.00
8030554S22008,006,0.00
8030554S22010,005,0.00
8030554S22010,006,0.00
8030554S22011,005,0.00
8030554S22012,001,0.00
8030554S22012,005,0.00
8030554S22012,006,0.00
8030554S22013,005,0.00
8030554S22014,005,0.00
8030554S22015,005,0.00
8030554S22015,006,0.00
8030555A22002,005,0.00
8030555A22003,005,0.00
8030555A22003,006,0.00
8030555A22004,005,0.00
8030555A22004,006,0.00
8030555A22005,005,0.00
8030555A22006,005,0.00
8030555A22007,005,0.00
8030555A22008,005,0.00
8030555A22009,005,0.00
8030555A22010,005,0.00
8030555A22010,006,0.00
8030555A22011,005,0.00
8030555A22011,006,0.00
8030555A22012,005,0.00
8030555A22012,006,0.00
8030555A22013,005,0.00
8030555A22013,006,0.00
8030555A22014,005,0.00
8030555A22014,006,0.00
8030555A22015,005,0.00
8030555A22016,005,0.00
8030555A22017,005,0.00
8030555A22017,006,0.00
8030555A22018,005,0.00
8030555A22018,006,0.00
8030555A22019,005,0.00
8030555A22019,006,0.00
8030555A22020,005,0.00
8030555A22020,006,0.00
8030555A22021,005,0.00
8030555A22022,005,0.00
8030555A22023,005,0.00
8030555A22024,005,0.00
8030555A22024,006,0.00
8030555A22025,005,0.00
8030555A22025,006,0.00
8030555A22026,005,0.00
8030555A22026,006,0.00
8030555A22027,005,0.00
8030555A22027,006,0.00
8030555A22028,005,0.00
8030555A22028,006,0.00
8030555A22029,005,0.00
8030555S22003,005,0.00
8030555S22003,006,0.00
8030555S22004,005,0.00
8030555S22004,006,0.00
8030555S22005,005,0.00
8030555S22006,005,0.00
8030555S22006,006,0.00
8030555S22007,005,0.00
8030555S22007,006,0.00
8030555S22008,005,0.00
8030555S22008,006,0.00
8030555S22009,001,0.00
8030555S22009,005,0.00
8030555S22009,006,0.00
8030555S22010,001,0.00
8030555S22010,005,0.00
8030555S22010,006,0.00
8030555S22010,007,0.00
8030555S22011,001,0.00
8030555S22011,004,0.00
8030555S22011,005,0.00
8030555S22011,006,0.00
8030555S22011,007,0.00
8030555S22012,001,0.00
8030555S22012,005,0.00
8030555S22012,006,0.00
8030555S22012,007,0.00
8030555S22013,001,0.00
8030555S22013,005,0.00
8030555S22013,006,0.00
8030555S22013,007,0.00
8030555S22014,001,0.00
8030555S22014,005,0.00
8030555S22014,006,0.00
8030555S22015,001,0.00
8030555S22015,005,0.00
8030555S22015,006,0.00
8030555S22016,005,0.00
8030555S22017,005,0.00
8030555S22017,006,0.00
8030555S22018,005,0.00
