SKU,BRANCH,STOCK
2048004A21018,005,0.00
2048004A21018,006,0.00
2048004A21018,007,0.00
2048004A21019,005,0.00
2048004A21019,006,0.00
2048004A21019,007,0.00
2048004A21020,005,0.00
2048004A21020,006,0.00
2048004A21021,005,0.00
2048004A21021,006,0.00
2048004A22003,005,0.00
2048004A22003,006,0.00
2048004A22004,005,0.00
2048004A22004,006,0.00
2048004A22005,005,0.00
2048004A22005,006,0.00
2048004A22006,005,0.00
2048004A22006,006,2.00
2048004A22007,005,0.00
2048004A22007,006,0.00
2048004A22008,005,0.00
2048004A22010,005,0.00
2048004A22010,006,0.00
2048004A22011,005,0.00
2048004A22011,006,0.00
2048004A22012,005,0.00
2048004A22012,006,0.00
2048004A22013,005,0.00
2048004A22014,005,0.00
2048004A22016,005,0.00
2048004A22016,006,0.00
2048004A22017,005,0.00
2048004A22017,006,0.00
2048004A22018,005,0.00
2048004A22018,006,0.00
2048004A22019,005,0.00
2048004A22019,006,0.00
2048004A22020,005,0.00
2048004A22020,006,0.00
2048004A22021,005,0.00
2048004A22021,006,0.00
2048004A22022,005,0.00
2048004A22022,006,0.00
2048004S21003,005,0.00
2048004S21003,006,0.00
2048004S21004,005,0.00
2048004S21004,006,0.00
2048004S21005,005,0.00
2048004S21006,005,0.00
2048004S21007,005,0.00
2048004S21007,006,0.00
2048004S21008,005,0.00
2048004S22003,005,0.00
2048004S22003,006,0.00
2048004S22004,005,0.00
2048004S22004,006,0.00
2048004S22005,005,0.00
2048004S22005,006,0.00
2048004S22006,005,0.00
2048004S22006,006,2.00
2048004S22007,005,0.00
2048004S22008,005,0.00
2048004S22010,005,0.00
2048004S22010,006,0.00
2048004S22011,005,0.00
2048004S22011,006,0.00
2048004S22012,005,0.00
2048004S22012,006,0.00
2048004S22013,005,0.00
2048004S22013,006,0.00
2048004S22014,005,0.00
2048004S22015,005,0.00
2048004S22015,006,0.00
2048004S23002,005,1.00
2048004S23002,006,0.00
2048004S23003,005,0.00
2048004S23003,006,0.00
2048004S23004,005,0.00
2048004S23004,006,2.00
2048004S23005,005,0.00
2048004S23005,006,5.00
2048004S23006,005,0.00
2048004S23006,006,3.00
2048004S23007,005,0.00
2048004S23007,006,0.00
2048004S23008,005,0.00
2048004S23008,006,1.00
2048004S23009,005,0.00
2048004S23009,006,0.00
2048004S23010,005,0.00
2048004S23010,006,0.00
2048004S23011,005,0.00
2048004S23011,006,0.00
2048004S23012,005,0.00
2048004S23012,006,0.00
2048004S23013,005,0.00
2048004S23013,006,0.00
2048004S23014,005,0.00
2048004S23014,006,0.00
2048004S23015,005,0.00
2048004S23015,006,0.00
2048004S23016,005,0.00
2048004S23017,005,0.00
2048004S23017,006,0.00
2048004S23018,005,0.00
2048004S23018,006,0.00
2048004S23019,005,0.00
2048004S23019,006,0.00
2048004S23020,005,0.00
2048004S23020,006,0.00
2048004S23021,005,1.00
2048004S23021,006,0.00
2048004S23022,005,0.00
2048045010,005,0.00
2048045010,006,0.00
2048050S21003,001,0.00
2048050S21003,005,0.00
2048050S21003,006,0.00
2048050S21004,005,0.00
2048050S21004,006,0.00
2048050S21005,005,0.00
2048050S21005,006,0.00
2048051S21002,005,0.00
2048051S21002,006,0.00
2048051S21002,007,0.00
2048051S21003,005,0.00
2048051S21003,006,0.00
2048051S21004,005,0.00
2048051S21005,005,0.00
2049008S21002,004,0.00
2049008S21002,005,0.00
2049008S21002,006,0.00
2049008S21003,005,0.00
2049008S21003,006,0.00
2049008S21004,005,0.00
2049008S21004,006,0.00
2049008S21005,005,0.00
2049008S21007,004,0.00
2049008S21007,005,0.00
2049008S21007,006,0.00
2049008S21008,005,0.00
2049008S21008,006,0.00
2049008S21009,005,0.00
2049008S21009,006,0.00
2049008S21010,005,0.00
2049008S22003,005,0.00
2049008S22003,006,0.00
2049008S22004,005,0.00
2049008S22005,005,0.00
2049008S22005,006,0.00
2049008S22006,005,0.00
2049008S22006,006,0.00
2049008S22009,005,0.00
2049008S22009,006,0.00
2049008S22010,005,0.00
2049008S22010,006,0.00
2049008S22011,005,0.00
2049008S22012,005,0.00
2049008S22012,006,0.00
2049008S23002,005,0.00
2049008S23003,005,0.00
2049008S23004,005,0.00
2049008S23005,005,0.00
2049014A21002,005,0.00
2049014A21003,005,0.00
2049014A21003,006,0.00
2049014A21004,005,0.00
2049014A21004,006,0.00
2049014A21005,005,0.00
205026S22002,005,0.00
205026S22002,006,0.00
205026S22003,005,0.00
205026S22004,005,0.00
205026S22005,005,0.00
205026S22006,005,0.00
205026S22008,005,0.00
205026S22008,006,0.00
205026S22009,005,0.00
205026S22010,005,0.00
205026S22010,006,0.00
205026S22011,003,0.00
205026S22011,005,0.00
205026S22012,005,0.00
205026S23002,005,0.00
205026S23002,006,0.00
205026S23003,005,0.00
205026S23003,006,0.00
205026S23004,005,0.00
205026S23004,006,0.00
205026S23005,005,0.00
205026S23006,005,0.00
205026S23007,005,0.00
205026S23007,006,0.00
205026S23008,005,0.00
205026S23009,005,0.00
205026S23010,005,0.00
205026S23010,006,0.00
205026S23011,005,0.00
205026S23011,006,0.00
205026S23012,005,0.00
205026S23013,005,0.00
205026S23013,006,0.00
205036S22003,005,0.00
205036S22003,006,0.00
205036S22004,005,0.00
205036S22004,006,0.00
205036S22005,005,0.00
205036S22005,006,0.00
205036S22006,005,0.00
205036S22006,006,0.00
205036S22007,005,0.00
205043S22003,005,0.00
205043S22004,005,0.00
205043S22004,006,0.00
205043S22005,005,0.00
205043S22006,005,0.00
205043S22007,005,0.00
205043S22010,005,0.00
205043S22010,006,0.00
205043S22011,005,0.00
205043S22011,006,0.00
205043S22012,005,0.00
205043S22012,006,0.00
205043S22013,005,0.00
205043S22014,005,0.00
205043S22015,005,0.00
205043S22017,005,0.00
205043S22017,006,0.00
205043S22018,005,0.00
205043S22018,006,0.00
205043S22019,005,0.00
205043S22019,006,0.00
205043S22020,005,0.00
205043S22020,006,0.00
205043S22021,005,0.00
205043S22024,001,0.00
205043S22024,005,0.00
205043S22024,006,0.00
205043S22025,001,0.00
205043S22025,005,0.00
205043S22025,006,0.00
205043S22026,001,0.00
205043S22026,004,0.00
205043S22026,005,0.00
205043S22026,006,0.00
205043S22027,005,0.00
205043S22027,006,0.00
205043S22028,005,0.00
205043S22028,006,0.00
205043S22029,005,0.00
205043S22031,001,0.00
205043S22031,005,0.00
205043S22031,006,0.00
205043S22032,003,0.00
205043S22032,005,0.00
205043S22032,006,0.00
205043S22033,004,0.00
205043S22033,005,0.00
205043S22033,006,0.00
205043S22034,005,0.00
205043S22034,006,0.00
205043S22035,005,0.00
205043S22036,005,0.00
205043S22038,005,0.00
205043S22038,006,0.00
205043S22039,003,0.00
205043S22039,005,0.00
205043S22039,006,0.00
205043S22040,004,0.00
205043S22040,005,0.00
205043S22040,006,0.00
205043S22041,005,0.00
205043S22042,005,0.00
205043S22044,005,0.00
205043S22044,006,0.00
205043S22046,005,0.00
205043S22046,006,0.00
205043S22048,005,0.00
205043S23002,005,0.00
205043S23002,006,0.00
205043S23003,005,0.00
205043S23004,005,0.00
205043S23004,006,0.00
205043S23005,005,0.00
205043S23005,006,0.00
205043S23006,005,0.00
205043S23007,005,0.00
205043S23009,005,0.00
205043S23009,006,0.00
205043S23010,005,0.00
205043S23010,006,0.00
205043S23011,005,0.00
205043S23011,006,0.00
205043S23012,005,0.00
205043S23012,006,0.00
205043S23013,005,0.00
205043S23014,005,0.00
205043S23014,006,1.00
205043S23015,005,0.00
205043S23016,005,0.00
205043S23016,006,0.00
205043S23017,005,0.00
205043S23017,006,0.00
205043S23018,004,0.00
205043S23018,005,0.00
205043S23018,006,0.00
205043S23019,005,0.00
205043S23019,006,0.00
205043S23020,005,0.00
205043S23021,005,0.00
205043S23021,006,1.00
205043S23022,005,0.00
205043S23023,005,0.00
205043S23023,006,0.00
205043S23024,005,0.00
205043S23024,006,0.00
205043S23025,005,0.00
205043S23025,006,0.00
205043S23026,005,0.00
205043S23027,005,0.00
205043S23027,006,0.00
205043S23028,005,0.00
205043S23028,006,0.00
205043S23029,005,0.00
205043S23030,005,0.00
205043S23030,006,0.00
205043S23031,005,0.00
205043S23031,006,0.00
205043S23032,004,0.00
205043S23032,005,0.00
205043S23032,006,0.00
205043S23033,005,0.00
205043S23034,005,0.00
205043S23035,005,0.00
205043S23035,006,1.00
205043S23036,005,0.00
205043S23037,005,0.00
205043S23037,006,0.00
205043S23038,005,0.00
205043S23038,006,0.00
205043S23039,004,0.00
205043S23039,005,0.00
205043S23040,005,0.00
205043S23040,006,0.00
205043S23041,005,0.00
205043S23042,005,0.00
205043S23042,006,0.00
205043S23043,005,0.00
205043S23043,006,1.00
205044S22002,005,0.00
205044S22002,006,0.00
205044S22003,005,0.00
205044S22003,006,0.00
205044S22004,001,0.00
205044S22004,005,0.00
205044S22004,006,0.00
205044S22005,005,0.00
205044S22005,006,0.00
205044S22006,005,0.00
205044S22006,006,0.00
205044S22007,005,0.00
205044S22007,006,0.00
205044S22007,007,0.00
205044S22008,005,0.00
205044S22008,006,0.00
205044S22010,005,0.00
205044S22010,006,1.00
205044S22011,005,0.00
205044S22011,006,0.00
205044S22012,001,0.00
205044S22012,005,0.00
205044S22012,006,0.00
205044S22012,007,0.00
205044S22013,005,0.00
205044S22013,006,0.00
205044S22014,005,0.00
205044S22014,006,0.00
205044S22015,005,0.00
205044S22015,006,0.00
205044S22016,005,0.00
205044S22018,005,0.00
205044S22019,004,0.00
205044S22019,005,0.00
205044S22019,006,0.00
205044S22020,001,0.00
205044S22020,005,0.00
205044S22020,006,0.00
205044S22021,005,0.00
205044S22021,006,0.00
205044S22022,005,0.00
205044S22022,006,0.00
205044S22023,005,0.00
205044S22023,006,0.00
205044S22023,007,0.00
205044S22024,005,0.00
205044S22024,006,0.00
205044S23002,005,0.00
205044S23002,006,0.00
205044S23003,005,0.00
205044S23004,005,0.00
205044S23005,005,0.00
205044S23006,005,0.00
205044S23007,005,0.00
205044S23008,005,0.00
205044S23009,005,0.00
205044S23009,006,0.00
205044S23010,005,0.00
205044S23010,006,0.00
205044S23011,005,0.00
205044S23011,007,0.00
205044S23012,005,0.00
205044S23012,006,0.00
205044S23012,007,0.00
205044S23013,005,0.00
205044S23013,006,0.00
205044S23014,005,0.00
205044S23015,005,0.00
205044S23016,005,0.00
205044S23016,006,1.00
205044S23017,005,0.00
205044S23017,006,0.00
205044S23018,005,0.00
205044S23018,006,0.00
205044S23019,005,0.00
205044S23019,006,0.00
205044S23020,005,0.00
205044S23020,006,0.00
205044S23021,004,0.00
205044S23021,005,0.00
205044S23022,005,0.00
205044S23022,006,0.00
205046S22003,004,0.00
205046S22003,005,0.00
205046S22003,006,0.00
205046S22004,005,0.00
205046S22004,006,0.00
205046S22005,005,0.00
205046S22006,005,0.00
205046S22009,004,0.00
205046S22009,005,0.00
205046S22009,006,0.00
205046S22010,005,0.00
205046S22010,006,0.00
205046S22011,005,0.00
205046S22012,005,0.00
205046S22012,006,0.00
205046S22015,004,0.00
205046S22015,005,0.00
205046S22015,006,0.00
205046S22016,005,0.00
205046S22016,006,0.00
205046S22017,005,0.00
205046S22017,006,0.00
205046S22018,005,0.00
205057S23002,005,0.00
205057S23002,006,0.00
205057S23003,005,0.00
205057S23004,005,0.00
205057S23005,005,0.00
205057S23006,005,0.00
205057S23007,005,0.00
205057S23008,005,0.00
205057S23009,005,0.00
205057S23010,005,0.00
205057S23011,005,0.00
205057S23011,006,0.00
205057S23012,005,0.00
205057S23013,005,0.00
205065S23002,005,0.00
205065S23002,006,0.00
205065S23003,005,0.00
205065S23003,006,0.00
205065S23004,005,0.00
205065S23004,006,0.00
205065S23005,005,0.00
205067S24002,005,2.00
205067S24002,006,1.00
205067S24003,005,5.00
205067S24004,005,4.00
205067S24005,005,3.00
205067S24006,005,2.00
205067S24009,005,2.00
205067S24009,006,1.00
205067S24010,005,5.00
205067S24011,005,5.00
205067S24012,005,4.00
205067S24013,005,2.00
205069S24002,005,1.00
205069S24002,006,1.00
205069S24003,005,5.00
205069S24004,005,4.00
205069S24005,005,4.00
205069S24006,005,2.00
205069S24007,005,0.00
205069S24009,005,1.00
205069S24009,006,1.00
205069S24010,005,5.00
205069S24011,005,4.00
205069S24012,005,4.00
205069S24013,005,2.00
205069S24014,005,0.00
205069S24016,005,1.00
205069S24016,006,1.00
205069S24017,005,5.00
205069S24018,005,5.00
205069S24019,005,4.00
205069S24020,005,2.00
205069S24021,005,0.00
20508002,003,0.00
20508003,003,0.00
20508003,004,0.00
20508004,001,0.00
20508004,003,0.00
20508004,004,0.00
20508004,007,0.00
20508006,001,0.00
20508006,003,0.00
20508006,004,1.00
20508006,007,1.00
20508007,001,0.00
20508007,003,0.00
20508007,004,0.00
20508007,007,1.00
20508008,001,1.00
20508008,003,0.00
20508008,004,0.00
20508008,007,1.00
20508009,001,0.00
20508009,003,0.00
20508009,004,1.00
20508009,006,0.00
20508009,007,1.00
20508010,001,0.00
20508010,003,1.00
20508010,004,-1.00
20508010,006,0.00
20508010,007,-1.00
20508011,001,0.00
20508011,003,0.00
20508011,004,0.00
20508011,007,0.00
20508013,001,0.00
20508013,003,0.00
20508013,004,0.00
20508013,007,0.00
20508014,001,0.00
20508014,003,0.00
20508014,004,0.00
20508014,007,1.00
20508016,003,0.00
2052002S22003,005,0.00
2052002S22003,006,0.00
2052002S22004,005,0.00
2052002S22004,006,0.00
2052002S22004,007,0.00
2052002S22005,005,0.00
2052002S22006,005,0.00
2052002S22006,006,0.00
2052002S22007,005,0.00
2052002S22010,005,0.00
2052002S22010,006,0.00
2052002S22011,005,0.00
2052002S22011,006,0.00
2052002S22012,005,0.00
2052002S22013,005,0.00
2052002S22013,006,0.00
2052002S22014,005,0.00
2052002S22015,005,0.00
2052002S22017,005,0.00
2052002S22017,006,0.00
2052002S22018,005,0.00
2052002S22018,006,0.00
2052002S22018,007,0.00
2052002S22019,005,0.00
2052002S22019,006,0.00
2052002S22020,005,0.00
2052002S22021,005,0.00
2052002S22021,006,0.00
2052002S22022,005,0.00
2052002S22022,006,0.00
2052003018,001,0.00
2052003018,005,0.00
2052003018,006,0.00
2052003018,007,0.00
2052003A21002,005,0.00
2052003A21003,005,0.00
2052003A21003,006,0.00
2052003A21004,005,0.00
2052003A21004,006,0.00
2052003A21005,004,0.00
2052003A21005,005,0.00
2052003A21006,005,0.00
2052003A21006,006,0.00
2052003A21007,005,0.00
2052003A21008,005,0.00
2052003A21009,005,0.00
2052003A21009,006,0.00
2052003A21010,005,0.00
2052003A21010,006,0.00
2052003A21011,005,0.00
2052003A21011,006,0.00
2052003A21012,004,0.00
2052003A21012,005,0.00
2052003A21013,005,0.00
2052003A21013,006,0.00
2052003A21014,005,0.00
2052003A21014,006,0.00
2052003A21015,005,0.00
2052003A21017,005,0.00
2052003A21017,006,0.00
2052003A21018,005,0.00
2052003A21018,006,0.00
2052003A21019,005,0.00
2052003A21019,006,0.00
2052003A21020,005,0.00
2052003A21021,005,0.00
2052003A21022,005,0.00
2052003A21023,005,0.00
2052003A21024,005,0.00
2052003A21025,005,0.00
2052003A21026,001,0.00
2052003A21026,005,0.00
2052003A21027,005,0.00
2052003A21030,005,0.00
2052003A21031,005,0.00
2052003A21032,005,0.00
2052003A21033,005,0.00
2052003A21034,005,0.00
2052003A21035,004,0.00
2052003A21035,005,0.00
2052003A21036,005,0.00
2052003A21037,005,0.00
2052003A21038,005,0.00
2052003A21038,006,0.00
2052003A21039,005,0.00
2052003A21040,004,0.00
2052003A21040,005,0.00
2052003A21041,004,0.00
2052003A21041,005,0.00
2052003A21042,005,0.00
2052003A21043,005,0.00
2052003A21044,005,0.00
2052003A21045,005,0.00
2052003A21046,005,0.00
2052003A21047,001,0.00
2052003A21047,005,0.00
2052003A21048,001,0.00
2052003A21048,005,0.00
2052003A21049,005,0.00
2052003A21049,006,0.00
2052003A21050,005,0.00
2052003A21051,005,0.00
2052003A21052,005,0.00
2052003A21052,006,0.00
2052003A21053,005,0.00
2052003A21053,006,0.00
2052003A21054,001,0.00
2052003A21054,005,0.00
2052003A21055,005,0.00
2052003A21055,006,0.00
2052003A21056,005,0.00
2052003A21057,004,0.00
2052003A21057,005,0.00
2052003A21058,005,0.00
2052003A21059,005,0.00
2052003A21060,005,0.00
2052003A21061,001,0.00
2052003A21061,005,0.00
2052003A21062,005,0.00
2052003A21063,005,0.00
2052003A21064,004,0.00
2052003A21064,005,0.00
2052003A22002,005,0.00
2052003A22003,005,0.00
2052003A22003,006,0.00
2052003A22004,004,0.00
2052003A22004,005,0.00
2052003A22004,006,0.00
2052003A22005,001,0.00
2052003A22005,004,0.00
2052003A22005,005,0.00
2052003A22005,006,0.00
2052003A22006,005,0.00
2052003A22006,006,0.00
2052003A22007,005,0.00
2052003A22008,005,0.00
2052003A22009,005,0.00
2052003A22010,004,0.00
2052003A22010,005,0.00
2052003A22010,006,0.00
2052003A22011,005,0.00
2052003A22011,006,0.00
2052003A22012,005,0.00
2052003A22012,006,0.00
2052003A22013,005,0.00
2052003A22013,006,0.00
2052003A22014,005,0.00
2052003A22015,005,0.00
2052003A22015,006,0.00
2052003A22017,005,0.00
2052003A22017,006,0.00
2052003A22018,005,0.00
2052003A22018,006,0.00
2052003A22019,005,0.00
2052003A22019,006,0.00
2052003A22020,005,0.00
2052003A22020,006,0.00
2052003A22021,005,0.00
2052003A22023,005,0.00
2052003A22023,006,0.00
2052003A22024,005,0.00
2052003A22024,006,0.00
2052003A22024,007,0.00
2052003A22025,005,0.00
2052003A22025,006,0.00
2052003A22025,007,0.00
2052003A22026,005,0.00
2052003A22026,006,0.00
2052003A22026,007,0.00
2052003A22027,005,0.00
2052003A22027,006,0.00
2052003A22027,007,0.00
2052003A22028,005,0.00
2052003A22028,006,0.00
2052003A22028,007,0.00
2052003A22029,005,0.00
2052003A22029,006,0.00
2052003A22030,005,0.00
2052003A22031,005,0.00
2052003A22031,006,0.00
2052003A22031,007,0.00
2052003A22032,005,0.00
2052003A22032,006,0.00
2052003A22032,007,0.00
2052003A22033,005,0.00
2052003A22033,006,0.00
2052003A22033,007,0.00
2052003A22034,005,0.00
2052003A22034,006,0.00
2052003A22034,007,0.00
2052003A22035,005,0.00
2052003A22035,007,0.00
2052003A22036,005,0.00
2052003A22038,005,0.00
2052003A22038,006,0.00
2052003A22038,007,0.00
2052003A22039,005,0.00
2052003A22039,006,0.00
2052003A22039,007,0.00
2052003A22040,005,0.00
2052003A22040,007,0.00
2052003A22041,005,0.00
2052003A22041,007,0.00
2052003A22042,007,0.00
2052003A22045,005,0.00
2052003A22045,007,0.00
2052003A22046,005,0.00
2052003A22046,006,0.00
2052003A22046,007,0.00
2052003A22047,005,0.00
2052003A22047,007,0.00
2052003A22048,005,0.00
2052003A22048,007,0.00
2052003A22049,005,0.00
2052003A22049,007,0.00
2052003A22051,005,1.00
2052003A22052,005,0.00
2052003A22052,006,0.00
2052003A22053,005,0.00
2052003A22053,006,0.00
2052003A22054,005,0.00
2052003A22054,006,0.00
2052003A22055,005,0.00
2052003A22055,006,0.00
2052003A22056,005,0.00
2052003A22057,005,0.00
2052003AW20003,005,0.00
2052003AW20003,006,0.00
2052003AW20004,004,0.00
2052003AW20004,005,0.00
2052003AW20004,006,0.00
2052003AW20005,004,0.00
2052003AW20005,005,0.00
2052003AW20005,006,0.00
2052003AW20006,005,0.00
2052003AW20006,006,0.00
2052003AW20010,005,0.00
2052003AW20010,006,0.00
2052003AW20010,007,0.00
2052003AW20011,005,0.00
2052003AW20011,006,0.00
2052003AW20012,005,0.00
2052003AW20012,006,0.00
2052003AW20013,005,0.00
2052003AW20013,006,0.00
2052003AW20014,005,0.00
2052003AW20015,005,0.00
2052003AW20015,006,0.00
2052003AW20023,005,0.00
2052003AW20024,004,0.00
2052003AW20024,005,0.00
2052003AW20024,006,0.00
2052003AW20025,005,0.00
2052003AW20025,006,0.00
2052003AW20026,005,0.00
2052003AW20026,006,0.00
2052003AW20027,005,0.00
2052003AW20027,006,0.00
2052003AW20028,005,0.00
2052003AW20028,006,0.00
2052003AW20030,005,0.00
2052003AW20031,004,0.00
2052003AW20031,005,4.00
2052003AW20031,006,1.00
2052003AW20032,005,0.00
2052003AW20032,006,0.00
2052003AW20032,007,0.00
2052003AW20033,005,0.00
2052003AW20033,006,0.00
2052003AW20034,005,0.00
2052003AW20034,006,0.00
2052003AW20035,005,0.00
2052003AW20035,006,0.00
2052003AW20036,001,0.00
2052003AW20036,005,0.00
2052003AW20036,006,0.00
2052003AW20045,005,0.00
2052003AW20045,006,0.00
2052003AW20046,004,0.00
2052003AW20046,005,0.00
2052003AW20046,006,0.00
2052003AW20047,005,0.00
2052003AW20047,006,0.00
2052003AW20048,005,0.00
2052003AW20048,006,0.00
2052003AW20051,005,0.00
2052003AW20051,006,0.00
2052003AW20052,005,0.00
2052003AW20052,006,0.00
2052003AW20053,004,0.00
2052003AW20053,005,0.00
2052003AW20053,006,0.00
2052003AW20054,005,0.00
2052003AW20054,006,0.00
2052003AW20055,005,0.00
2052003AW20055,006,0.00
2052003AW20056,005,0.00
2052003AW20056,006,0.00
2052003AW20057,005,0.00
2052003AW20057,006,0.00
2052003AW20059,005,0.00
2052003AW20059,006,0.00
2052003AW20060,004,0.00
2052003AW20060,005,0.00
2052003AW20061,005,0.00
2052003AW20061,006,0.00
2052003AW20062,005,0.00
2052003AW20062,006,0.00
2052003AW20063,005,0.00
2052003AW20063,006,0.00
2052003AW20064,005,0.00
2052003AW20064,006,0.00
2052003AW20066,005,0.00
2052003AW20066,006,0.00
2052003AW20067,004,0.00
2052003AW20067,005,0.00
2052003AW20067,006,0.00
2052003AW20067,007,0.00
2052003AW20068,004,0.00
2052003AW20068,005,0.00
2052003AW20068,006,0.00
2052003AW20068,007,0.00
2052003AW20069,005,0.00
2052003AW20069,006,0.00
2052003AW20069,007,0.00
2052003AW20070,005,0.00
2052003AW20070,006,0.00
2052003AW20071,004,0.00
2052003AW20071,005,0.00
2052003AW20071,006,0.00
2052003AW20073,005,0.00
2052003AW20073,006,0.00
2052003AW20073,007,0.00
2052003AW20074,005,0.00
2052003AW20074,006,0.00
2052003AW20074,007,0.00
2052003AW20075,005,0.00
2052003AW20075,006,0.00
2052003AW20075,007,0.00
2052003AW20076,005,0.00
2052003AW20076,006,0.00
2052003AW20076,007,0.00
2052003AW20077,005,0.00
2052003AW20077,006,0.00
2052003AW20078,005,0.00
2052003AW20080,005,0.00
2052003AW20080,006,0.00
2052003AW20081,005,0.00
2052003AW20081,006,0.00
2052003AW20082,005,0.00
2052003AW20082,006,0.00
2052003AW20083,003,0.00
2052003AW20083,005,0.00
2052003AW20083,006,0.00
2052003AW20084,005,0.00
2052003AW20084,006,0.00
2052003AW20085,004,0.00
2052003AW20085,005,0.00
2052003AW20085,006,0.00
2052003S21002,005,0.00
2052003S21003,005,0.00
2052003S21003,006,0.00
2052003S21004,005,0.00
2052003S21004,006,0.00
2052003S21005,004,0.00
2052003S21005,005,0.00
2052003S21005,006,0.00
2052003S21006,001,0.00
2052003S21006,005,0.00
2052003S21006,006,0.00
2052003S21007,005,0.00
2052003S21008,005,0.00
2052003S21008,006,0.00
2052003S21009,005,0.00
2052003S21010,004,0.00
2052003S21010,005,0.00
2052003S21010,006,0.00
2052003S21011,004,0.00
2052003S21011,005,0.00
2052003S21011,006,0.00
2052003S21012,005,0.00
2052003S21012,006,0.00
2052003S21013,005,0.00
2052003S21013,006,0.00
2052003S21014,005,0.00
2052003S21014,006,0.00
2052003S21015,005,0.00
2052003S21015,006,0.00
2052003S21017,005,0.00
2052003S21017,006,0.00
2052003S21018,005,0.00
2052003S21018,006,0.00
2052003S21019,005,0.00
2052003S21020,005,0.00
2052003S21020,006,0.00
2052003S21021,005,0.00
2052003S21021,006,0.00
2052003S21022,005,0.00
2052003S21023,005,0.00
2052003S21024,005,0.00
2052003S21024,006,0.00
2052003S21025,004,0.00
2052003S21025,005,0.00
2052003S21025,006,0.00
2052003S21026,004,0.00
2052003S21026,005,0.00
2052003S21026,006,0.00
2052003S21027,003,0.00
2052003S21027,005,0.00
2052003S21027,006,0.00
2052003S21028,005,0.00
2052003S21028,006,0.00
2052003S21029,005,0.00
2052003S21029,006,0.00
2052003S21030,005,0.00
2052003S21031,005,0.00
2052003S21031,006,0.00
2052003S21032,005,0.00
2052003S21032,006,0.00
2052003S21033,004,0.00
2052003S21033,005,0.00
2052003S21033,006,0.00
2052003S21034,005,0.00
2052003S21035,005,0.00
2052003S21035,006,0.00
2052003S21036,005,0.00
2052003S21036,006,0.00
2052003S21037,005,0.00
2052003S21038,001,0.00
2052003S21038,004,0.00
2052003S21038,005,0.00
2052003S21038,006,0.00
2052003S21039,005,0.00
2052003S21039,006,0.00
2052003S21040,004,0.00
2052003S21040,005,0.00
2052003S21040,006,0.00
2052003S21041,005,0.00
2052003S21041,006,0.00
2052003S21042,005,0.00
2052003S21042,006,0.00
2052003S21043,005,0.00
2052003S21043,006,0.00
2052003S21044,005,0.00
2052003S21045,004,0.00
2052003S21045,005,0.00
2052003S21045,006,0.00
2052003S21046,005,0.00
2052003S21046,006,0.00
2052003S21047,001,0.00
2052003S21047,004,0.00
2052003S21047,005,0.00
2052003S21047,006,0.00
2052003S21048,005,0.00
2052003S21048,006,0.00
2052003S21049,005,0.00
2052003S21049,006,0.00
2052003S21050,005,0.00
2052003S21050,006,0.00
2052003S21051,005,0.00
2052003S21051,006,0.00
2052003S21052,004,0.00
2052003S21052,005,0.00
2052003S21052,006,0.00
2052003S21053,004,0.00
2052003S21053,005,0.00
2052003S21053,006,0.00
2052003S21054,004,0.00
2052003S21054,005,0.00
2052003S21054,006,0.00
2052003S21055,004,0.00
2052003S21055,005,0.00
2052003S21055,006,0.00
2052003S21056,005,0.00
2052003S21056,006,0.00
2052003S21058,005,0.00
2052003S21059,005,0.00
2052003S21059,006,0.00
2052003S21060,005,0.00
2052003S21060,006,0.00
2052003S21061,005,0.00
2052003S21061,006,0.00
2052003S21062,001,0.00
2052003S21062,005,0.00
2052003S21062,006,0.00
2052003S21063,005,0.00
2052003S21063,006,0.00
2052003S21064,004,0.00
2052003S21064,005,0.00
2052003S21065,005,0.00
2052003S21066,004,0.00
2052003S21066,005,0.00
2052003S21066,006,0.00
2052003S21067,004,0.00
2052003S21067,005,0.00
2052003S21067,006,0.00
2052003S21068,004,0.00
2052003S21068,005,0.00
2052003S21068,006,0.00
2052003S21069,005,0.00
2052003S21069,006,0.00
2052003S21070,005,0.00
2052003S21071,005,0.00
2052003S21071,006,0.00
2052003S21073,005,0.00
2052003S21073,006,0.00
2052003S21074,003,0.00
2052003S21074,005,0.00
2052003S21074,006,0.00
2052003S21075,004,0.00
2052003S21075,005,0.00
2052003S21076,005,0.00
2052003S21076,006,0.00
2052003S21077,005,0.00
2052003S21078,005,0.00
2052003S21079,005,0.00
2052003S21080,005,0.00
2052003S21080,006,0.00
2052003S21081,005,0.00
2052003S21081,006,0.00
2052003S21082,004,0.00
2052003S21082,005,0.00
2052003S21082,006,0.00
2052003S21083,005,0.00
2052003S21083,006,0.00
2052003S21084,005,0.00
2052003S21085,004,0.00
2052003S21085,005,0.00
2052003S21087,005,0.00
2052003S21087,006,0.00
2052003S21088,005,0.00
2052003S21088,006,0.00
2052003S21089,005,0.00
2052003S21090,005,0.00
2052003S21091,005,0.00
2052003S21091,006,0.00
2052003S21092,005,0.00
2052003S21094,005,0.00
2052003S21094,006,0.00
2052003S21095,005,0.00
2052003S21096,005,0.00
2052003S21097,005,0.00
2052003S21097,006,0.00
2052003S21098,005,0.00
2052003S21101,005,0.00
2052003S21101,006,0.00
2052003S21102,005,0.00
2052003S21102,006,0.00
2052003S21103,005,0.00
2052003S21103,006,0.00
2052003S21104,001,0.00
2052003S21104,005,0.00
